2025-07-22 09:23:30,377 - backtest.simulator - ERROR - [simulator.py:166] - Failed to initialize TradingAgentsGraph: Permission denied
2025-07-22 09:23:30,377 - backtest.simulator - ERROR - [simulator.py:167] - Config used: {'project_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents', 'results_dir': './backtest/results', 'data_dir': '/Users/y-sato/TradingAgents2/data', 'data_cache_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents/tradingagents/dataflows/data_cache', 'llm_provider': 'openai', 'deep_think_llm': 'gpt-4o-mini', 'quick_think_llm': 'gpt-4o-mini', 'backend_url': 'https://api.openai.com/v1', 'max_debate_rounds': 1, 'max_risk_discuss_rounds': 1, 'max_recur_limit': 100, 'online_tools': False}
2025-07-22 09:24:47,802 - backtest.simulator - ERROR - [simulator.py:166] - Failed to initialize TradingAgentsGraph: Permission denied
2025-07-22 09:24:47,803 - backtest.simulator - ERROR - [simulator.py:167] - Config used: {'project_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents', 'results_dir': './backtest/results', 'data_dir': '/Users/y-sato/TradingAgents2/data', 'data_cache_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents/tradingagents/dataflows/data_cache', 'llm_provider': 'openai', 'deep_think_llm': 'gpt-4o-mini', 'quick_think_llm': 'gpt-4o-mini', 'backend_url': 'https://api.openai.com/v1', 'max_debate_rounds': 1, 'max_risk_discuss_rounds': 1, 'max_recur_limit': 100, 'online_tools': False}
2025-07-22 19:39:10,705 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:27,626 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:29,632 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:31,727 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:33,825 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:35,981 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:38,207 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:40,343 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:42,471 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:44,509 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:46,697 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:48,740 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:50,860 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:52,899 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:55,028 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:57,200 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:44:59,304 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:01,314 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:03,381 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:05,806 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:07,687 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:10,032 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:12,342 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:14,473 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:16,605 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:18,606 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:20,767 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:22,776 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:24,990 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:27,059 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:29,071 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:31,284 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:33,274 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:35,497 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:37,498 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:39,724 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:41,744 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:43,784 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:46,143 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:48,329 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:50,579 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:52,727 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:54,907 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:57,037 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:45:59,297 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:01,394 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:03,492 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:05,787 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:07,891 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:10,039 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:12,205 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:14,523 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:16,819 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:18,899 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:21,004 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:23,066 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:25,226 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:28,481 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:30,539 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:32,852 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:34,949 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:37,062 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:39,356 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:41,540 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:43,630 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:45,636 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:47,734 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:49,978 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:51,960 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:54,058 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:56,250 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:46:58,354 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:00,726 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:02,736 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:05,050 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:07,280 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
